t2814749767106560	auto
t1973602987999232	taobaoCategory>住宅家具>榻榻米空间
t1973602988130304	taobaoCategory>住宅家具>镜子类
t1973602988195840	taobaoCategory>住宅家具>箱类
t1973602990030848	taobaoCategory>五金/工具>电动工具
t1973602991669248	taobaoCategory>商业/办公家具>城市家具
t1973602991734784	taobaoCategory>商业/办公家具>餐饮/烘焙家具
t1973602991800320	taobaoCategory>商业/办公家具>服装店家具
t1973602991865856	taobaoCategory>商业/办公家具>娱乐/酒吧/KTV家具
t1973602991931392	taobaoCategory>商业/办公家具>桑拿/足浴/健身家具
t1973602992062464	taobaoCategory>商业/办公家具>发廊/美容家具
t1973602992193536	taobaoCategory>商业/办公家具>校园教学家具
t1973602992259072	taobaoCategory>商业/办公家具>医疗家具
t1973602992324608	taobaoCategory>商业/办公家具>殡葬业家具
t1973603000647680	taobaoCategory>家居饰品
t1973603002351616	taobaoCategory>家居饰品>雕刻工艺
t1973603002417152	taobaoCategory>家居饰品>摆件
t1973603002482688	taobaoCategory>家居饰品>装饰器皿
t1973603002679296	taobaoCategory>家居饰品>无框画（此类目已屏蔽）
t1973603002744832	taobaoCategory>家居饰品>贴饰
t1973603002810368	taobaoCategory>家居饰品>照片/照片墙
t1973603002875904	taobaoCategory>家居饰品>装饰架/装饰搁板
t1973603002941440	taobaoCategory>家居饰品>装饰挂牌
t1973603003072512	taobaoCategory>家居饰品>装饰挂钩
t1973603003138048	taobaoCategory>家居饰品>风铃及配件
t1973603003269120	taobaoCategory>家居饰品>蜡烛/烛台
t1973603003334656	taobaoCategory>家居饰品>仿真饰品（已删除）
t1973603003400192	taobaoCategory>家居饰品>家居钟饰/闹钟
t1973603003465728	taobaoCategory>家居饰品>工艺伞
t1973603003662336	taobaoCategory>家居饰品>香薰炉
t1973603003727872	taobaoCategory>家居饰品>竹炭包
t1973603003793408	taobaoCategory>家居饰品>创意饰品
t1973603003858944	taobaoCategory>特色手工艺
t1973603007070208	taobaoCategory>家装主材>地暖/暖气片/散热器
t1973603011002368	taobaoCategory>家装主材>晾衣架/晾衣杆
t1973603011592192	taobaoCategory>电子/电工>变压器
t1973603011788800	taobaoCategory>电子/电工>继电器
t1973603012247552	taobaoCategory>电子/电工>蓄电池
t1973603012902912	taobaoCategory>电子/电工>布线箱
t1973603013099520	taobaoCategory>电子/电工>电工配件
t1973603013951488	taobaoCategory>电子/电工>开关
t1973603015000064	taobaoCategory>电子/电工>断路器
t1973603015393280	taobaoCategory>电子/电工>电线
t1973603015983104	taobaoCategory>电子/电工>电工套管
t1973603016179712	taobaoCategory>特色手工艺>少数民族特色工艺品
t1973603016245248	taobaoCategory>特色手工艺>海外工艺品
t1973603016310784	taobaoCategory>特色手工艺>地区特色工艺品
t1973603016376320	taobaoCategory>特色手工艺>宗教工艺品
t1973603016966144	taobaoCategory>电子/电工>监控器材及系统
t1973603020111872	taobaoCategory>电子/电工>防盗报警器材及系统
t1973603021094912	taobaoCategory>电子/电工>消防报警设备
t1973603021881344	taobaoCategory>办公设备/耗材/相关服务>绳索/扎带/办公线材
t1973603021946880	taobaoCategory>办公设备/耗材/相关服务>胶带
t1973603023257600	taobaoCategory>电子/电工>安全检查设备
t1973603040886784	taobaoCategory>数码相机/单反相机/摄像机>单电微单
t1973603065266176	taobaoCategory>家装主材>智能家居系统
t1973603068084224	taobaoCategory>住宅家具>床垫类
t1973603072344064	taobaoCategory>家居饰品>油画
t1973603072540672	taobaoCategory>家居饰品>国画/书法
t1973603072671744	taobaoCategory>家居饰品>现代装饰画
t1973603096002560	taobaoCategory>家装主材>楼梯
t1973603096461312	taobaoCategory>家装主材>瓷砖
t1973603096526848	taobaoCategory>家装主材>地板
t1973603102162944	taobaoCategory>家装主材>门
t1973603103211520	taobaoCategory>住宅家具>情趣家具
t1973603104784384	taobaoCategory>住宅家具>设计师家具
t1973603107602432	taobaoCategory>家居饰品>工艺扇
t1973603112583168	taobaoCategory>电子/电工>接线板/插头
t1973603112648704	taobaoCategory>孕妇装/孕产妇用品/营养
t1973603112845312	taobaoCategory>尿片/洗护/喂哺/推车床>婴儿手推车/学步车
t1973603113041920	taobaoCategory>厨房/餐饮用具>一次性餐桌用品
t1973603113959424	taobaoCategory>电子词典/电纸书/文化用品>点读笔
t1973603114024960	taobaoCategory>电子词典/电纸书/文化用品>点读机
t1973603115991040	taobaoCategory>家居饰品>其他工艺饰品
t1973603121233920	taobaoCategory>生活电器>蒸汽拖把
t1973603121364992	taobaoCategory>网络设备/网络相关>3G无线路由器
t1973603121430528	taobaoCategory>电子/电工>LED设备
t1973603124838400	taobaoCategory>大家电
t1973603125100544	taobaoCategory>清洁/卫浴/收纳/整理用具>浴洗工具/配件
t1973603126476800	taobaoCategory>运动服/运动包/颈环配件>运动套装
t1973603126870016	taobaoCategory>大家电>大家电配件
t1973603137028096	taobaoCategory>运动服/运动包/颈环配件>运动POLO衫
t1973603137159168	taobaoCategory>运动服/运动包/颈环配件>健身服装
t1973603143647232	taobaoCategory>网游垂直市场根类目>魔神无双
t1973603143909376	taobaoCategory>电子凭证>午饭订餐
t1973603146137600	taobaoCategory>宠物/宠物食品及用品>宠物爱心助养/领养
t1973603148627968	taobaoCategory>宠物/宠物食品及用品>猫主粮
t1973603148693504	taobaoCategory>宠物/宠物食品及用品>猫零食
t1973603148759040	taobaoCategory>居家日用/婚庆/创意礼品>美体/减肥/塑型/增高用具
t1973603150528512	taobaoCategory>运动服/运动包/颈环配件>运动包袋
t1973603150987264	taobaoCategory>运动服/运动包/颈环配件>运动配件
t1973603151183872	taobaoCategory>运动服/运动包/颈环配件>运动裤
t1973603151446016	taobaoCategory>运动服/运动包/颈环配件>运动裙
t1973603151511552	taobaoCategory>运动服/运动包/颈环配件>运动马甲
t1973603152232448	taobaoCategory>TP服务商大类>工具套餐
t1973603155116032	taobaoCategory>网络游戏点卡>X-降龙之剑点卡
t1973603156230144	taobaoCategory>项链/耳饰/发饰/戒指
t1973603156361216	taobaoCategory>项链/耳饰/发饰/戒指>头饰/帽子
t1973603156426752	taobaoCategory>项链/耳饰/发饰/戒指>眉心贴/眉心坠
t1973603156492288	taobaoCategory>项链/耳饰/发饰/戒指>颈饰
t1973603156557824	taobaoCategory>项链/耳饰/发饰/戒指>臂饰
t1973603156623360	taobaoCategory>项链/耳饰/发饰/戒指>手/腕饰
t1973603156688896	taobaoCategory>清洁/卫浴/收纳/整理用具>家庭整理用具
t1973603157803008	taobaoCategory>宠物/宠物食品及用品>猫/狗美容清洁用品
t1973603160227840	taobaoCategory>清洁/卫浴/收纳/整理用具>家庭防尘用具
t1973603160621056	taobaoCategory>项链/耳饰/发饰/戒指>指拨/指甲装饰
t1973603160686592	taobaoCategory>项链/耳饰/发饰/戒指>腰饰
t1973603160752128	taobaoCategory>项链/耳饰/发饰/戒指>肚脐贴/肚脐环
t1973603160817664	taobaoCategory>项链/耳饰/发饰/戒指>足饰
t1973603160883200	taobaoCategory>项链/耳饰/发饰/戒指>纱巾/翅膀
t1973603160948736	taobaoCategory>项链/耳饰/发饰/戒指>袜子
t1973603161014272	taobaoCategory>项链/耳饰/发饰/戒指>扇子
t1973603161079808	taobaoCategory>项链/耳饰/发饰/戒指>耳饰
t1973603162783744	taobaoCategory>美发护发/假发
t1973603162849280	taobaoCategory>美发护发/假发>假发/假发配件
t1973603163439104	taobaoCategory>美发护发/假发>洗发护发
t1973603163504640	taobaoCategory>美发护发/假发>头发造型
t1973603163570176	taobaoCategory>美发护发/假发>染发烫发
t1973603165863936	taobaoCategory>网游垂直市场根类目>热血世界
t1973603167698944	taobaoCategory>宠物/宠物食品及用品>畜牧用品
t1973603167764480	taobaoCategory>宠物/宠物食品及用品>宠物附属品
t1973603168026624	taobaoCategory>电子凭证>聚划算团购
t1973603168092160	taobaoCategory>运动/瑜伽/健身/球迷用品>马术运动
t1973603168223232	taobaoCategory>手机号码/套餐/增值业务>400电话
t1973603168288768	taobaoCategory>手机号码/套餐/增值业务>老用户套餐/增值业务办理
t1973603168550912	taobaoCategory>运动/瑜伽/健身/球迷用品>击剑运动
t1973603170648064	taobaoCategory>网游垂直市场根类目>坦克世界
t1973603171237888	taobaoCategory>网游垂直市场根类目>卓越之剑2
t1973603171303424	taobaoCategory>网游垂直市场根类目>倚天屠龙记OL
t1973603171368960	taobaoCategory>网游垂直市场根类目>星际争霸II
t1973603171434496	taobaoCategory>网游垂直市场根类目>西游群英传
t1973603171500032	taobaoCategory>运动服/运动包/颈环配件>运动球服
t1973603171958784	taobaoCategory>网游垂直市场根类目>游戏代练
t1973603176939520	taobaoCategory>玩具/模型/动漫/早教/益智>解锁/迷宫/魔方/悠悠球
t1973603177201664	taobaoCategory>玩具/模型/动漫/早教/益智>彩泥/手工制作/仿真/过家家玩具
t1973603177332736	taobaoCategory>玩具/模型/动漫/早教/益智>积木/拆装/串珠/拼图/配对玩具
t1973603177463808	taobaoCategory>网游垂直市场根类目>问道外传
t1973603177529344	taobaoCategory>玩具/模型/动漫/早教/益智>母婴线下服务
t1973603177594880	taobaoCategory>玩具/模型/动漫/早教/益智>游乐/教学设备/大型设施
t1973603180937216	taobaoCategory>网游垂直市场根类目>第九大陆
t1973603181854720	taobaoCategory>孕妇装/孕产妇用品/营养>孕妇裤/托腹裤
t1973603181985792	taobaoCategory>房产/租房/新房/二手房/委托服务
t1973603182247936	taobaoCategory>房产/租房/新房/二手房/委托服务>委托服务/中介服务
t1973603183427584	taobaoCategory>房产/租房/新房/二手房/委托服务>租房/出租/租赁/日租短租
t1973603183493120	taobaoCategory>房产/租房/新房/二手房/委托服务>二手房/出售/卖房
t1973603184476160	taobaoCategory>孕妇装/孕产妇用品/营养>家居服/哺乳装/秋衣裤
t1973603187556352	taobaoCategory>孕妇装/孕产妇用品/营养>束缚带/产妇瘦身塑体衣/盆骨矫正带
t1973603189260288	taobaoCategory>个人护理/保健/按摩器材>美发工具
t1973603189325824	taobaoCategory>个人护理/保健/按摩器材>健康检测仪器
t1973603189391360	taobaoCategory>个人护理/保健/按摩器材>经络保健器材
t1973603189522432	taobaoCategory>个人护理/保健/按摩器材>家用护理辅助器材
t1973603190964224	taobaoCategory>电子凭证>摄影写真
t1973603191291904	taobaoCategory>OTC药品/医疗器械/隐形眼镜/计生用品
t1973603191488512	taobaoCategory>OTC药品/医疗器械/隐形眼镜/计生用品>OTC药品
t1973603191554048	taobaoCategory>OTC药品/医疗器械/隐形眼镜/计生用品>医疗器械
t1973603191619584	taobaoCategory>OTC药品/医疗器械/隐形眼镜/计生用品>隐形眼镜/护理液
t1973603191750656	taobaoCategory>其他
t1973603191816192	taobaoCategory>其他>邮费
t1973603191881728	taobaoCategory>其他>新品预览
t1973603191947264	taobaoCategory>其他>定金
t1973603192012800	taobaoCategory>其他>赠品
t1973603192078336	taobaoCategory>其他>订单
t1973603196993536	taobaoCategory>装修设计/装修服务
t1973603197321216	taobaoCategory>装修设计/装修服务>装修装饰设计/样板案例
t1973603197386752	taobaoCategory>装修设计/装修服务>装修施工服务
t1973603200925696	taobaoCategory>电子凭证>体育赛事/演出
t1973603201122304	taobaoCategory>网游垂直市场根类目>佣兵天下
t1973603201187840	taobaoCategory>童装/童鞋/亲子装>儿童泳衣/裤/帽
t1973603201318912	taobaoCategory>网游垂直市场根类目>英雄美人
t1973603201843200	taobaoCategory>自用闲置转让
t1973603203416064	taobaoCategory>房产/租房/新房/二手房/委托服务>其他房产服务
t1973603203547136	taobaoCategory>国货精品数码
t1973603204202496	taobaoCategory>自用闲置转让>其他闲置
t1973603204661248	taobaoCategory>装修设计/装修服务>装修工程监理
t1973603205578752	taobaoCategory>网游垂直市场根类目>桃园
t1973603205644288	taobaoCategory>网游垂直市场根类目>猎刃
t1973603206037504	taobaoCategory>网游垂直市场根类目>武林至尊
t1973603206103040	taobaoCategory>网游垂直市场根类目>神雕OL
t1973603206168576	taobaoCategory>房产/租房/新房/二手房/委托服务>新房/新楼盘（待删除勿发）
t1973603206234112	taobaoCategory>国货精品数码>国货精品笔记本
t1973603206561792	taobaoCategory>汽车/用品/配件/改装>实体服务
t1973603212263424	taobaoCategory>电子凭证>城市购物/礼品卡
t1973603212591104	taobaoCategory>网游垂直市场根类目>倚天2外传
t1973603212722176	taobaoCategory>网游垂直市场根类目>烽火战国
t1973603212787712	taobaoCategory>网游垂直市场根类目>精灵传说
t1973603212984320	taobaoCategory>玩具/模型/动漫/早教/益智>幼儿响铃/布书手偶/爬行健身
t1973603213115392	taobaoCategory>玩具/模型/动漫/早教/益智>电子/发光/充气/整蛊玩具
t1973603213770752	taobaoCategory>玩具/模型/动漫/早教/益智>油动电动模型
t1973603215998976	taobaoCategory>3C数码配件>手机配件
t1973603216064512	taobaoCategory>3C数码配件>笔记本电脑配件
t1973603216130048	taobaoCategory>3C数码配件>数码相机配件
t1973603216195584	taobaoCategory>3C数码配件>单反/单电相机配件
t1973603216261120	taobaoCategory>3C数码配件>平板电脑配件
t1973603216326656	taobaoCategory>3C数码配件>电子元器件市场
t1973603216457728	taobaoCategory>3C数码配件>数码包/收纳/整理
t1973603216523264	taobaoCategory>3C数码配件>数码服务
t1973603216588800	taobaoCategory>3C数码配件>摄像机配件
t1973603216654336	taobaoCategory>3C数码配件>电教产品配件
t1973603216982016	taobaoCategory>3C数码配件>数码周边
t1973603218096128	taobaoCategory>网络游戏点卡>X-星辰变
t1973603218227200	taobaoCategory>玩具/模型/动漫/早教/益智>静态模型
t1973603219537920	taobaoCategory>网游垂直市场根类目>奇迹世界2
t1973603219603456	taobaoCategory>网游垂直市场根类目>雷电OL
t1973603219865600	taobaoCategory>OTC药品/医疗器械/隐形眼镜/计生用品>计生用品
t1973603220193280	taobaoCategory>古董/邮币/字画/收藏>玉器
t1973603220520960	taobaoCategory>网游垂直市场根类目>洛奇英雄传
t1973603220652032	taobaoCategory>网游垂直市场根类目>弹弹堂
t1973603220848640	taobaoCategory>网络游戏点卡>S-神魔大陆
t1973603221897216	taobaoCategory>网游垂直市场根类目>雷霆
t1973603222028288	taobaoCategory>保险
t1973603222093824	taobaoCategory>保险>车险
t1973603222159360	taobaoCategory>保险>意外险
t1973603222224896	taobaoCategory>保险>医疗疾病保险
t1973603222290432	taobaoCategory>保险>财产险
t1973603223207936	taobaoCategory>网游垂直市场根类目>小小忍者
t1973603223273472	taobaoCategory>网游垂直市场根类目>盗墓笔记
t1973603223404544	taobaoCategory>景点门票/度假线路/旅游服务>旅游周边商品
t1973603226025984	taobaoCategory>网络游戏点卡>F-FIFA
t1973603226091520	taobaoCategory>办公设备/耗材/相关服务>墨粉硒鼓耗材类
t1973603226419200	taobaoCategory>办公设备/耗材/相关服务>磁盘刻录存储类
t1973603226746880	taobaoCategory>办公设备/耗材/相关服务>多功能一体机及配件
t1973603229499392	taobaoCategory>办公设备/耗材/相关服务>条码扫描/采集器材
t1973603232514048	taobaoCategory>办公设备/耗材/相关服务>点/验钞/收款机及配件
t1973603234021376	taobaoCategory>办公设备/耗材/相关服务>包装设备/标牌及耗材
t1973603235332096	taobaoCategory>办公设备/耗材/相关服务>服务类
t1973603235659776	taobaoCategory>办公设备/耗材/相关服务>门禁考勤器材
t1973603236052992	taobaoCategory>办公设备/耗材/相关服务>其它办公设备配件
t1973603238871040	taobaoCategory>网络游戏点卡>Y-远征Online
t1973603238936576	taobaoCategory>网游垂直市场根类目>艾尔之光
t1973603239264256	taobaoCategory>淘花娱乐
t1973603239329792	taobaoCategory>淘花娱乐>电影/视频/电视栏目
t1973603239395328	taobaoCategory>外卖/外送/订餐服务
t1973603239723008	taobaoCategory>外卖/外送/订餐服务>冷菜/小菜
t1973603240050688	taobaoCategory>外卖/外送/订餐服务>热菜/炒菜/锅仔
t1973603240378368	taobaoCategory>外卖/外送/订餐服务>汤/煲/砂锅/火锅
t1973603240443904	taobaoCategory>外卖/外送/订餐服务>烧烤/烤肉/烤串
t1973603240509440	taobaoCategory>外卖/外送/订餐服务>米饭/炒饭/盖饭/粥
t1973603240640512	taobaoCategory>外卖/外送/订餐服务>面食/饺子/包子/饼
t1973603241033728	taobaoCategory>外卖/外送/订餐服务>西餐/西式快餐
t1973603241099264	taobaoCategory>外卖/外送/订餐服务>日韩料理/刺身
t1973603241164800	taobaoCategory>外卖/外送/订餐服务>奶茶/咖啡/饮料
t1973603241230336	taobaoCategory>外卖/外送/订餐服务>面包/蛋糕/甜品
t1973603241295872	taobaoCategory>外卖/外送/订餐服务>鸭脖/卤味/特色小吃
t1973603241361408	taobaoCategory>外卖/外送/订餐服务>水果/拼盘/果篮
t1973603241426944	taobaoCategory>外卖/外送/订餐服务>生鲜蔬菜
t1973603241558016	taobaoCategory>外卖/外送/订餐服务>其他
t1973603242868736	taobaoCategory>外卖/外送/订餐服务>套餐/简餐
t1973603247325184	taobaoCategory>网游垂直市场根类目>神仙传
t1973603247390720	taobaoCategory>网游垂直市场根类目>梦幻昆仑
t1973603247456256	taobaoCategory>网游垂直市场根类目>大话红楼
t1973603247521792	taobaoCategory>网游垂直市场根类目>聚仙
t1973603247587328	taobaoCategory>网游垂直市场根类目>玄武
t1973603249618944	taobaoCategory>水产肉类/新鲜蔬果/熟食>新鲜蛋糕
t1973603249684480	taobaoCategory>网游垂直市场根类目>英雄联盟
t1973603249946624	taobaoCategory>外卖/外送/订餐服务（垂直市场）
t1973603250667520	taobaoCategory>网游垂直市场根类目>完美传奇
t1973603250864128	taobaoCategory>个人护理/保健/按摩器材>口腔护理
t1973603251847168	taobaoCategory>电子词典/电纸书/文化用品>画具/画材/书法用品
t1973603254009856	taobaoCategory>网游垂直市场根类目>QQ仙境
t1973603255517184	taobaoCategory>网络游戏点卡>S-神鬼世界
t1973603255582720	taobaoCategory>网络游戏点卡>Y-倚天屠龙记
t1973603255648256	taobaoCategory>网络游戏点卡>J-剑灵·诀点卡
t1973603255779328	taobaoCategory>外卖/外送/订餐服务（垂直市场）>冷菜/小菜
t1973603255844864	taobaoCategory>外卖/外送/订餐服务（垂直市场）>热菜/炒菜/锅仔
t1973603255910400	taobaoCategory>外卖/外送/订餐服务（垂直市场）>汤/煲/砂锅/火锅
t1973603255975936	taobaoCategory>外卖/外送/订餐服务（垂直市场）>烧烤/烤肉/烤串
t1973603256041472	taobaoCategory>外卖/外送/订餐服务（垂直市场）>米饭/炒饭/盖饭/粥
t1973603256369152	taobaoCategory>外卖/外送/订餐服务（垂直市场）>面食/饺子/包子/饼
t1973603256827904	taobaoCategory>外卖/外送/订餐服务（垂直市场）>套餐/简餐
t1973603257221120	taobaoCategory>外卖/外送/订餐服务（垂直市场）>西餐/西式快餐
t1973603257614336	taobaoCategory>网络游戏点卡>Z-纵横中文网
t1973603257942016	taobaoCategory>外卖/外送/订餐服务（垂直市场）>日韩料理/刺身
t1973603258269696	taobaoCategory>外卖/外送/订餐服务（垂直市场）>奶茶/咖啡/饮料
t1973603258793984	taobaoCategory>外卖/外送/订餐服务（垂直市场）>面包/蛋糕/甜品
t1973603259252736	taobaoCategory>外卖/外送/订餐服务（垂直市场）>鸭脖/卤味/特色小吃
t1973603259514880	taobaoCategory>外卖/外送/订餐服务（垂直市场）>水果/拼盘/果篮
t1973603259777024	taobaoCategory>外卖/外送/订餐服务（垂直市场）>生鲜蔬菜/食材半成品
t1973603259973632	taobaoCategory>外卖/外送/订餐服务（垂直市场）>其他
t1973603260104704	taobaoCategory>网络游戏点卡>C-创世西游
t1973603260301312	taobaoCategory>网络游戏点卡>Q-倩女幽魂
t1973603260366848	taobaoCategory>网络游戏点卡>Z-战歌
t1973603260432384	taobaoCategory>网络游戏点卡>M-摩尔庄园
t1973603262070784	taobaoCategory>床上用品/布艺软饰>坐垫/椅垫/沙发垫
t1973603262398464	taobaoCategory>网络游戏点卡>S-赛尔号
t1973603262464000	taobaoCategory>网络游戏点卡>X-小花仙
t1973603262529536	taobaoCategory>网络游戏点卡>G-功夫派
t1973603262595072	taobaoCategory>网络游戏点卡>M-魔法哈奇
t1973603262857216	taobaoCategory>网络游戏点卡>L-鹿鼎记
t1973603263184896	taobaoCategory>网游垂直市场根类目>JR01
t1973603263578112	taobaoCategory>手机号码/套餐/增值业务>合约购机业务
t1973603263840256	taobaoCategory>童装/童鞋/亲子装>儿童配饰/发饰
t1973603263905792	taobaoCategory>网游垂直市场根类目>地下城守护者OL
t1973603265019904	taobaoCategory>网游垂直市场根类目>刀剑2
t1973603265413120	taobaoCategory>网络游戏点卡>K-抗战2
t1973603265675264	taobaoCategory>家装主材>涂料（乳胶漆）
t1973603266396160	taobaoCategory>网络游戏点卡>R-人人一卡通
t1973603266461696	taobaoCategory>网络游戏点卡>M-猫扑一卡通
t1973603266527232	taobaoCategory>网络游戏点卡>M-冒泡一卡通
t1973603267379200	taobaoCategory>鲜花速递/花卉仿真/绿植园艺>花卉/绿植盆栽
t1973603267444736	taobaoCategory>鲜花速递/花卉仿真/绿植园艺>花卉/蔬果/草坪种子
t1973603267510272	taobaoCategory>鲜花速递/花卉仿真/绿植园艺>庭院植物/行道树木/果树
t1973603267575808	taobaoCategory>鲜花速递/花卉仿真/绿植园艺>创意迷你植物
t1973603270000640	taobaoCategory>床上用品/布艺软饰>餐桌布艺
t1973603270262784	taobaoCategory>床上用品/布艺软饰>十字绣/刺绣
t1973603270328320	taobaoCategory>床上用品/布艺软饰>窗帘/窗纱
t1973603270393856	taobaoCategory>床上用品/布艺软饰>其他帘类
t1973603270459392	taobaoCategory>床上用品/布艺软饰>窗帘/门帘配件
t1973603270524928	taobaoCategory>网络游戏点卡>P-泡泡游戏
t1973603270590464	taobaoCategory>网络游戏点卡>F-富甲西游
t1973603270656000	taobaoCategory>网络游戏点卡>F-疯狂石头
t1973603270721536	taobaoCategory>网络游戏点卡>Z-战国风云
t1973603270787072	taobaoCategory>网络游戏点卡>S-三国天下
t1973603270852608	taobaoCategory>网络游戏点卡>D-大唐英豪
t1973603270918144	taobaoCategory>网络游戏点卡>F-反恐行动
t1973603270983680	taobaoCategory>网络游戏点卡>X-仙侣奇缘2
t1973603271049216	taobaoCategory>网络游戏点卡>C-春秋外传
t1973603271114752	taobaoCategory>网络游戏点卡>F-封神榜国际版
t1973603271180288	taobaoCategory>网络游戏点卡>F-封神榜3
t1973603271245824	taobaoCategory>网络游戏点卡>X-剑侠贰外传
t1973603271311360	taobaoCategory>家居饰品>花瓶/花器/仿真花/仿真饰品
t1973603271901184	taobaoCategory>床上用品/布艺软饰>背景墙软包/床头套/工艺软包
t1973603272491008	taobaoCategory>网络游戏点卡>C-穿越OL点卡
t1973603272949760	taobaoCategory>网络游戏点卡>M-魔界2点卡
t1973603273015296	taobaoCategory>网络游戏点卡>R-热斗传说点卡
t1973603273080832	taobaoCategory>网络游戏点卡>J-决战双城点卡
t1973603273211904	taobaoCategory>网络游戏点卡>H-幻魔之眼点卡
t1973603273277440	taobaoCategory>网络游戏点卡>E-恶魔法则点卡
t1973603273474048	taobaoCategory>新车/二手车
t1973603273605120	taobaoCategory>新车/二手车>新车全款
t1973603274784768	taobaoCategory>网游垂直市场根类目>巫师之怒
t1973603274850304	taobaoCategory>网络游戏点卡>J-精灵传说点卡
t1973603274915840	taobaoCategory>网络游戏点卡>C-宠物王国点卡
t1973603274981376	taobaoCategory>网络游戏点卡>I-iTown点卡
t1973603275046912	taobaoCategory>网络游戏点卡>L-篮球也疯狂点卡
t1973603275112448	taobaoCategory>网络游戏点卡>D-大唐豪侠外传点卡
t1973603275177984	taobaoCategory>网络游戏点卡>G-古域点卡
t1973603275243520	taobaoCategory>网络游戏点卡>D-大话水浒点卡
t1973603275636736	taobaoCategory>个性定制/设计服务/DIY
t1973603275833344	taobaoCategory>个性定制/设计服务/DIY>日用/装饰定制
t1973603275898880	taobaoCategory>个性定制/设计服务/DIY>数码/办公定制
t1973603275964416	taobaoCategory>个性定制/设计服务/DIY>服饰箱包定制
t1973603276029952	taobaoCategory>个性定制/设计服务/DIY>饰品定制
t1973603276095488	taobaoCategory>个性定制/设计服务/DIY>新奇商品定制
t1973603276161024	taobaoCategory>个性定制/设计服务/DIY>其它定制
t1973603279437824	taobaoCategory>网络游戏点卡>Y-佣兵天下
t1973603282452480	taobaoCategory>网络游戏点卡>Y-英雄联盟点卡
t1973603282518016	taobaoCategory>网络游戏点卡>T-坦克世界点卡
t1973603282583552	taobaoCategory>电影/演出/体育赛事
t1973603282649088	taobaoCategory>本地化生活服务
t1973603282845696	taobaoCategory>手机号码/套餐/增值业务>新入网手机号套餐
t1973603283566592	taobaoCategory>本地化生活服务>保姆/护理/保洁
t1973603284025344	taobaoCategory>本地化生活服务>婚庆服务
t1973603284090880	taobaoCategory>本地化生活服务>汽车服务
t1973603284418560	taobaoCategory>本地化生活服务>加油卡/加油充值
t1973603285008384	taobaoCategory>网游垂直市场根类目>水浒传OL
t1973603285204992	taobaoCategory>手机号码/套餐/增值业务>有线宽带套餐办理
t1973603285270528	taobaoCategory>手机号码/套餐/增值业务>WIFI热点/无线套餐
t1973603288481792	taobaoCategory>网络游戏点卡>L-洛奇英雄传点卡
t1973603288547328	taobaoCategory>网络游戏点卡>F-风暴战区点卡
t1973603291103232	taobaoCategory>自用闲置转让>电脑/电脑配件
t1973603291234304	taobaoCategory>自用闲置转让>相机/摄像机
t1973603291299840	taobaoCategory>自用闲置转让>数码3C产品
t1973603291365376	taobaoCategory>自用闲置转让>家居/日用品
t1973603291430912	taobaoCategory>自用闲置转让>家用电器/影音设备
t1973603291496448	taobaoCategory>自用闲置转让>食品/保健品
t1973603291561984	taobaoCategory>自用闲置转让>母婴/儿童用品/玩具
t1973603291627520	taobaoCategory>自用闲置转让>珠宝/黄金/手表
t1973603291693056	taobaoCategory>自用闲置转让>服装/服饰
t1973603291758592	taobaoCategory>自用闲置转让>美容/美颜/香水
t1973603291824128	taobaoCategory>自用闲置转让>书刊音像/文体用品
t1973603291889664	taobaoCategory>自用闲置转让>艺术品/收藏品/古董古玩
t1973603291955200	taobaoCategory>自用闲置转让>宠物/宠物用品
t1973603292020736	taobaoCategory>自用闲置转让>生活服务/票务/卡券
t1973603292086272	taobaoCategory>自用闲置转让>汽摩/电动车/自行车
t1973603292610560	taobaoCategory>网游垂直市场根类目>劲舞团
t1973603292676096	taobaoCategory>网游垂直市场根类目>街头篮球
t1973603292741632	taobaoCategory>网游垂直市场根类目>跑跑卡丁车
t1973603292807168	taobaoCategory>网游垂直市场根类目>QQ飞车
t1973603292872704	taobaoCategory>网游垂直市场根类目>三国策
t1973603294183424	taobaoCategory>淘花娱乐>教育/培训
t1973603296346112	taobaoCategory>网络游戏点卡>Q-QQ仙侠传
t1973603296411648	taobaoCategory>网络游戏点卡>Z-战地之王AVA
t1973603296477184	taobaoCategory>网络游戏点卡>Q-七雄争霸点卡
t1973603296542720	taobaoCategory>网络游戏点卡>Q-QQ西游点卡
t1973603297656832	taobaoCategory>网游垂直市场根类目>隋唐演义OL
t1973603297722368	taobaoCategory>网游垂直市场根类目>热血战队
t1973603297787904	taobaoCategory>网游垂直市场根类目>苍穹之怒
t1973603297853440	taobaoCategory>网游垂直市场根类目>混沌之门
t1973603297918976	taobaoCategory>网游垂直市场根类目>水浒无双
t1973603297984512	taobaoCategory>网游垂直市场根类目>武魂
t1973603300605952	taobaoCategory>自用闲置转让>手机
t1973603306831872	taobaoCategory>网络游戏点卡>T-腾讯绿色征途点卡
t1973603307225088	taobaoCategory>网游垂直市场根类目>圣斗士2
t1973603307290624	taobaoCategory>网游垂直市场根类目>三国战魂
t1973603311747072	taobaoCategory>特色手工艺>其他特色工艺品
t1973603311878144	taobaoCategory>特色手工艺>圣诞用品
t1973603315875840	taobaoCategory>理财
t1973603315941376	taobaoCategory>网游垂直市场根类目>九刃
t1973603316006912	taobaoCategory>网游垂直市场根类目>帝国文明
